alpha,G,S,N,file,rl_shifters,rl_time_s
0.8,6,9,53,benchmark/dup_dataset/alpha=0.8/6-9-53/09287.txt,45,0.272422
0.8,6,9,53,benchmark/dup_dataset/alpha=0.8/6-9-53/09288.txt,7,0.036679
0.8,6,9,53,benchmark/dup_dataset/alpha=0.8/6-9-53/09289.txt,62,0.35611
0.8,6,9,53,benchmark/dup_dataset/alpha=0.8/6-9-53/09290.txt,2,0.012849
0.8,6,9,53,benchmark/dup_dataset/alpha=0.8/6-9-53/09291.txt,4,0.025008
0.8,6,9,53,benchmark/dup_dataset/alpha=0.8/6-9-53/09292.txt,1,0.012764
0.8,6,9,53,benchmark/dup_dataset/alpha=0.8/6-9-53/09293.txt,54,0.311797
0.8,6,9,53,benchmark/dup_dataset/alpha=0.8/6-9-53/09294.txt,1,0.008572
0.8,6,9,53,benchmark/dup_dataset/alpha=0.8/6-9-53/09295.txt,2,0.012849
0.8,6,9,53,benchmark/dup_dataset/alpha=0.8/6-9-53/09296.txt,3,0.020575
0.8,6,9,53,benchmark/dup_dataset/alpha=0.8/6-9-53/09297.txt,73,0.407801
0.8,6,9,53,benchmark/dup_dataset/alpha=0.8/6-9-53/09298.txt,63,0.368963
0.8,6,9,53,benchmark/dup_dataset/alpha=0.8/6-9-53/09299.txt,42,0.256662
0.8,6,9,53,benchmark/dup_dataset/alpha=0.8/6-9-53/09300.txt,56,0.332949
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11201.txt,55,0.358242
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11202.txt,60,0.951954
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11203.txt,39,0.345927
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11204.txt,43,0.391616
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11205.txt,42,0.298419
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11206.txt,74,0.451323
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11207.txt,64,0.37693
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11208.txt,61,0.342428
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11209.txt,59,0.348636
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11210.txt,45,0.286733
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11211.txt,32,0.220471
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11212.txt,42,0.264919
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11213.txt,52,0.30602
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11214.txt,50,0.316829
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11215.txt,67,0.394384
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11216.txt,57,0.336409
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11217.txt,41,0.261997
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11218.txt,57,0.331542
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11219.txt,40,0.255889
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11220.txt,52,0.323067
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11221.txt,52,0.305443
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11222.txt,41,0.253044
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11223.txt,56,0.338538
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11224.txt,44,0.256329
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11225.txt,51,0.298555
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11226.txt,49,0.289929
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11227.txt,50,0.285515
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11228.txt,37,0.237084
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11229.txt,58,0.342721
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11230.txt,53,0.317755
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11231.txt,52,0.301919
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11232.txt,53,0.322149
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11233.txt,54,0.328052
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11234.txt,59,0.352273
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11235.txt,59,0.339076
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11236.txt,55,0.333418
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11237.txt,42,0.260459
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11238.txt,48,0.298799
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11239.txt,48,0.275573
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11240.txt,52,0.308704
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11241.txt,65,0.379233
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11242.txt,58,0.376094
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11243.txt,52,0.349511
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11244.txt,58,0.339129
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11245.txt,57,0.331623
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11246.txt,58,0.338481
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11247.txt,39,0.241514
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11248.txt,58,0.32212
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11249.txt,44,0.282049
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11250.txt,50,0.303348
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11251.txt,57,0.347654
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11252.txt,42,0.265521
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11253.txt,46,0.272301
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11254.txt,47,0.281889
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11255.txt,56,0.337877
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11256.txt,54,0.320676
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11257.txt,42,0.263464
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11258.txt,47,0.290721
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11259.txt,42,0.248914
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11260.txt,54,0.332584
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11261.txt,44,0.274615
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11262.txt,46,0.278279
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11263.txt,52,0.311513
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11264.txt,47,0.30737
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11265.txt,54,0.369458
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11266.txt,59,0.394227
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11267.txt,52,0.360684
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11268.txt,51,0.348181
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11269.txt,45,0.31502
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11270.txt,37,0.263082
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11271.txt,33,0.215382
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11272.txt,34,0.220894
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11273.txt,49,0.279647
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11274.txt,61,0.355633
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11275.txt,61,0.362368
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11276.txt,41,0.254936
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11277.txt,65,0.389967
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11278.txt,46,0.264098
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11279.txt,58,0.342194
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11280.txt,39,0.244034
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11281.txt,68,0.383803
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11282.txt,58,0.335371
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11283.txt,47,0.280042
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11284.txt,48,0.280022
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11285.txt,54,0.324036
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11286.txt,53,0.3042
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11287.txt,31,0.200265
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11288.txt,44,0.260231
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11289.txt,53,0.307929
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11290.txt,54,0.316601
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11291.txt,52,0.299226
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11292.txt,51,0.314359
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11293.txt,53,0.329357
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11294.txt,56,0.342903
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11295.txt,50,0.310552
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11296.txt,62,0.369151
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11297.txt,57,0.339776
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11298.txt,48,0.296004
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11299.txt,45,0.278349
0.8,6,10,54,benchmark/dup_dataset/alpha=0.8/6-10-54/11300.txt,58,0.331759
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11301.txt,53,0.319197
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11302.txt,57,0.363404
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11303.txt,51,0.327139
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11304.txt,51,0.408416
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11305.txt,78,0.453521
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11306.txt,52,0.332531
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11307.txt,55,0.335926
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11308.txt,43,0.270914
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11309.txt,59,0.365865
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11310.txt,48,0.275628
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11311.txt,56,0.332726
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11312.txt,53,0.323439
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11313.txt,63,0.415862
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11314.txt,42,0.278525
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11315.txt,60,0.349305
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11316.txt,54,0.334312
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11317.txt,59,0.370828
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11318.txt,59,0.348191
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11319.txt,39,0.259482
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11320.txt,60,0.381933
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11321.txt,52,0.328308
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11322.txt,44,0.289776
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11323.txt,71,0.485598
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11324.txt,46,0.344945
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11325.txt,55,0.378482
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11326.txt,50,0.349772
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11327.txt,50,0.355814
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11328.txt,69,0.448664
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11329.txt,66,0.426243
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11330.txt,48,0.337265
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11331.txt,55,0.363711
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11332.txt,64,0.422541
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11333.txt,57,0.375785
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11334.txt,57,0.384714
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11335.txt,47,0.31972
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11336.txt,49,0.334125
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11337.txt,47,0.333235
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11338.txt,55,0.375862
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11339.txt,48,0.34072
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11340.txt,52,0.347844
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11341.txt,65,0.418783
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11342.txt,49,0.297004
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11343.txt,42,0.256108
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11344.txt,46,0.268777
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11345.txt,61,0.390421
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11346.txt,58,0.35295
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11347.txt,48,0.287392
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11348.txt,46,0.31512
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11349.txt,28,0.218532
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11350.txt,48,0.329853
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11351.txt,49,0.338437
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11352.txt,41,0.281001
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11353.txt,49,0.352185
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11354.txt,65,0.440372
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11355.txt,50,0.328004
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11356.txt,50,0.333744
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11357.txt,44,0.319821
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11358.txt,84,0.539939
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11359.txt,55,0.370575
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11360.txt,53,0.371675
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11361.txt,44,0.305257
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11362.txt,53,0.34727
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11363.txt,54,0.341101
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11364.txt,48,0.289763
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11365.txt,48,0.306348
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11366.txt,48,0.33794
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11367.txt,58,0.379521
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11368.txt,56,0.397807
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11369.txt,45,0.315971
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11370.txt,51,0.357426
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11371.txt,65,0.421945
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11372.txt,46,0.319705
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11373.txt,54,0.371118
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11374.txt,46,0.325683
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11375.txt,71,0.413428
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11376.txt,73,0.424195
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11377.txt,53,0.313423
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11378.txt,43,0.259991
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11379.txt,63,0.377692
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11380.txt,50,0.30176
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11381.txt,53,0.357755
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11382.txt,60,0.394049
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11383.txt,55,0.361836
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11384.txt,47,0.327941
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11385.txt,68,0.447177
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11386.txt,70,0.45016
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11387.txt,54,0.3603
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11388.txt,52,0.340761
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11389.txt,63,0.373339
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11390.txt,54,0.325316
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11391.txt,47,0.328391
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11392.txt,52,0.334231
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11393.txt,54,0.353222
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11394.txt,63,0.424048
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11395.txt,85,0.539256
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11396.txt,55,0.381294
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11397.txt,45,0.323889
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11398.txt,56,0.373302
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11399.txt,45,0.324207
0.8,6,10,55,benchmark/dup_dataset/alpha=0.8/6-10-55/11400.txt,58,0.373299
0.8,6,10,56,benchmark/dup_dataset/alpha=0.8/6-10-56/11401.txt,68,0.465726
0.8,6,10,56,benchmark/dup_dataset/alpha=0.8/6-10-56/11402.txt,57,0.398322
0.8,6,10,56,benchmark/dup_dataset/alpha=0.8/6-10-56/11403.txt,41,0.287517
0.8,6,10,56,benchmark/dup_dataset/alpha=0.8/6-10-56/11404.txt,54,0.369601
0.8,6,10,56,benchmark/dup_dataset/alpha=0.8/6-10-56/11405.txt,59,0.403737
0.8,6,10,56,benchmark/dup_dataset/alpha=0.8/6-10-56/11406.txt,49,0.329402
0.8,6,10,56,benchmark/dup_dataset/alpha=0.8/6-10-56/11407.txt,60,0.399387
0.8,6,10,56,benchmark/dup_dataset/alpha=0.8/6-10-56/11408.txt,57,0.383646
0.8,6,10,56,benchmark/dup_dataset/alpha=0.8/6-10-56/11409.txt,59,0.407876
0.8,6,10,56,benchmark/dup_dataset/alpha=0.8/6-10-56/11410.txt,56,0.372623
0.8,6,10,56,benchmark/dup_dataset/alpha=0.8/6-10-56/11411.txt,66,0.395417
0.8,6,10,56,benchmark/dup_dataset/alpha=0.8/6-10-56/11412.txt,62,0.37002
0.8,6,10,56,benchmark/dup_dataset/alpha=0.8/6-10-56/11413.txt,64,0.382541
0.8,6,10,56,benchmark/dup_dataset/alpha=0.8/6-10-56/11414.txt,48,0.288349
0.8,6,10,56,benchmark/dup_dataset/alpha=0.8/6-10-56/11415.txt,49,0.297749
0.8,6,10,56,benchmark/dup_dataset/alpha=0.8/6-10-56/11416.txt,57,0.33143
0.8,6,10,56,benchmark/dup_dataset/alpha=0.8/6-10-56/11417.txt,56,0.357438
0.8,6,10,56,benchmark/dup_dataset/alpha=0.8/6-10-56/11418.txt,59,0.341477
0.8,6,10,56,benchmark/dup_dataset/alpha=0.8/6-10-56/11419.txt,61,0.358613
0.8,6,10,56,benchmark/dup_dataset/alpha=0.8/6-10-56/11420.txt,51,0.309896
0.8,6,10,56,benchmark/dup_dataset/alpha=0.8/6-10-56/11421.txt,57,0.341183
0.8,6,10,56,benchmark/dup_dataset/alpha=0.8/6-10-56/11422.txt,59,0.338542
0.8,6,10,56,benchmark/dup_dataset/alpha=0.8/6-10-56/11423.txt,39,0.260197
0.8,6,10,56,benchmark/dup_dataset/alpha=0.8/6-10-56/11424.txt,63,0.380145
0.8,6,10,56,benchmark/dup_dataset/alpha=0.8/6-10-56/11425.txt,50,0.305717
0.8,6,10,56,benchmark/dup_dataset/alpha=0.8/6-10-56/11426.txt,68,0.400461
0.8,6,10,56,benchmark/dup_dataset/alpha=0.8/6-10-56/11427.txt,52,0.322693
0.8,6,10,56,benchmark/dup_dataset/alpha=0.8/6-10-56/11428.txt,60,0.352958
0.8,6,10,56,benchmark/dup_dataset/alpha=0.8/6-10-56/11429.txt,60,0.362275
0.8,6,10,56,benchmark/dup_dataset/alpha=0.8/6-10-56/11430.txt,48,0.284059
0.8,6,10,56,benchmark/dup_dataset/alpha=0.8/6-10-56/11431.txt,52,0.316352
0.8,6,10,56,benchmark/dup_dataset/alpha=0.8/6-10-56/11432.txt,49,0.291348
0.8,6,10,56,benchmark/dup_dataset/alpha=0.8/6-10-56/11433.txt,65,0.374482
0.8,6,10,56,benchmark/dup_dataset/alpha=0.8/6-10-56/11434.txt,60,0.343874
0.8,6,10,56,benchmark/dup_dataset/alpha=0.8/6-10-56/11435.txt,48,0.283449
0.8,6,10,56,benchmark/dup_dataset/alpha=0.8/6-10-56/11436.txt,70,0.382351
0.8,6,10,56,benchmark/dup_dataset/alpha=0.8/6-10-56/11437.txt,61,0.352086
0.8,6,10,56,benchmark/dup_dataset/alpha=0.8/6-10-56/11438.txt,49,0.299588
0.8,6,10,56,benchmark/dup_dataset/alpha=0.8/6-10-56/11439.txt,55,0.326875
0.8,6,10,56,benchmark/dup_dataset/alpha=0.8/6-10-56/11440.txt,49,0.298677
0.8,6,10,56,benchmark/dup_dataset/alpha=0.8/6-10-56/11441.txt,64,0.379145
0.8,6,10,56,benchmark/dup_dataset/alpha=0.8/6-10-56/11442.txt,51,0.311208
0.8,6,10,56,benchmark/dup_dataset/alpha=0.8/6-10-56/11443.txt,57,0.340606
0.8,6,10,56,benchmark/dup_dataset/alpha=0.8/6-10-56/11444.txt,59,0.346062
0.8,6,10,56,benchmark/dup_dataset/alpha=0.8/6-10-56/11445.txt,57,0.343736
0.8,6,10,56,benchmark/dup_dataset/alpha=0.8/6-10-56/11446.txt,48,0.293753
0.8,6,10,56,benchmark/dup_dataset/alpha=0.8/6-10-56/11447.txt,63,0.36097
0.8,6,10,56,benchmark/dup_dataset/alpha=0.8/6-10-56/11448.txt,49,0.291884
0.8,6,10,56,benchmark/dup_dataset/alpha=0.8/6-10-56/11449.txt,59,0.347991
0.8,6,10,56,benchmark/dup_dataset/alpha=0.8/6-10-56/11450.txt,48,0.270063
0.8,6,10,56,benchmark/dup_dataset/alpha=0.8/6-10-56/11451.txt,65,0.379456
0.8,6,10,56,benchmark/dup_dataset/alpha=0.8/6-10-56/11452.txt,41,0.252125
0.8,6,10,56,benchmark/dup_dataset/alpha=0.8/6-10-56/11453.txt,59,0.35537
0.8,6,10,56,benchmark/dup_dataset/alpha=0.8/6-10-56/11454.txt,53,0.33014
0.8,6,10,56,benchmark/dup_dataset/alpha=0.8/6-10-56/11455.txt,47,0.280985
0.8,6,10,56,benchmark/dup_dataset/alpha=0.8/6-10-56/11456.txt,43,0.256133
0.8,6,10,56,benchmark/dup_dataset/alpha=0.8/6-10-56/11457.txt,40,0.274085
0.8,6,10,56,benchmark/dup_dataset/alpha=0.8/6-10-56/11458.txt,53,0.311832
0.8,6,10,56,benchmark/dup_dataset/alpha=0.8/6-10-56/11459.txt,71,0.413725
0.8,6,10,56,benchmark/dup_dataset/alpha=0.8/6-10-56/11460.txt,63,0.37158
0.8,6,10,56,benchmark/dup_dataset/alpha=0.8/6-10-56/11461.txt,54,0.323048
0.8,6,10,56,benchmark/dup_dataset/alpha=0.8/6-10-56/11462.txt,61,0.354814
0.8,6,10,56,benchmark/dup_dataset/alpha=0.8/6-10-56/11463.txt,51,0.31859
0.8,6,10,56,benchmark/dup_dataset/alpha=0.8/6-10-56/11464.txt,44,0.275357
0.8,6,10,56,benchmark/dup_dataset/alpha=0.8/6-10-56/11465.txt,53,0.334773
0.8,6,10,56,benchmark/dup_dataset/alpha=0.8/6-10-56/11466.txt,53,0.310289
0.8,6,10,56,benchmark/dup_dataset/alpha=0.8/6-10-56/11467.txt,46,0.282259
0.8,6,10,56,benchmark/dup_dataset/alpha=0.8/6-10-56/11468.txt,62,0.362583
0.8,6,10,56,benchmark/dup_dataset/alpha=0.8/6-10-56/11469.txt,78,0.442244
0.8,6,10,56,benchmark/dup_dataset/alpha=0.8/6-10-56/11470.txt,67,0.375133
0.8,6,10,56,benchmark/dup_dataset/alpha=0.8/6-10-56/11471.txt,53,0.350686
